dataset_name,suite_name,config_name,num_cases,latency_ms_mean,latency_ms_std,latency_ms_ci95,latency_std_ms_mean,latency_std_ms_std,latency_std_ms_ci95,mse_vs_baseline_mean,mse_vs_baseline_std,mse_vs_baseline_ci95,diversity_mean,diversity_std,diversity_ci95,path_length_mean_mean,path_length_mean_std,path_length_mean_ci95,endpoint_norm_mean_mean,endpoint_norm_mean_std,endpoint_norm_mean_ci95,forward_progress_mean_mean,forward_progress_mean_std,forward_progress_mean_ci95,lateral_abs_mean_mean,lateral_abs_mean_std,lateral_abs_mean_ci95,smoothness_mean_mean,smoothness_mean_std,smoothness_mean_ci95
go_stanford,long,ddim_1,8,3.1081881718613147,0.051889806172944364,0.035957801142957636,0.16231621840077481,0.04313998015669716,0.029894481058872584,1.9714334681630135,2.5465522326469556,1.7646706653033968,4.6270923018455505,0.15597222097311858,0.1080832348242824,21.50001859664917,0.6705410956828537,0.4646612727051714,12.218253254890442,1.1916033208549792,0.8257389728877458,9.449268877506256,1.6111002674729673,1.1164355258155638,5.620800793170929,0.36126262641084544,0.2503422278658837,3.8911369144916534,0.11036050351455608,0.07647592720209832
go_stanford,long,ddim_10,8,26.839557015627236,0.32864679582597267,0.22774061038490045,0.6754150616248016,0.2494476522722462,0.17285840394331378,0.006863864378829021,0.007809625151036166,0.005411794124766234,0.2966332845389843,0.09535001884132188,0.0660741920107845,7.143124103546143,2.4626161178911863,1.7065059052917453,7.933916926383972,2.856939190241789,1.9797578533604214,7.5182925760746,3.2267090586255813,2.2359952991448053,1.6474439725279808,1.1610123648822737,0.8045405219246922,0.12091390509158373,0.06474298502130468,0.04486459966796713
go_stanford,long,ddim_2,8,5.824995687511603,0.12505031168957598,0.08665544491748674,0.24508758064341774,0.08061197218813991,0.05586124673547399,0.009232113632606342,0.005009467869227201,0.0034713841264573447,0.34963247925043106,0.08522896696376567,0.059060660883730874,7.1707271337509155,2.44775895658855,1.6962104177755941,7.981140434741974,2.845006434416834,1.971488875449594,7.615300640463829,3.1391478043094176,2.1753184455825694,1.5738290846347809,1.1492229595780419,0.7963708808566488,0.1298861149698496,0.061072452117468666,0.04232105013523376
go_stanford,long,ddim_3,8,8.925783249992492,1.1584097848608679,0.8027370259826099,0.607788023721017,0.47293536133584907,0.3277274850422192,0.00840069999685511,0.009165446132049148,0.006351330130320526,0.29183509945869446,0.07986459555894998,0.05534334115452546,7.135314643383026,2.484752795831505,1.7218458404745962,7.962838143110275,2.8557378401513236,1.9789253602207852,7.6055824011564255,3.140787868166583,2.17645495185205,1.5703827776014805,1.1291342886274227,0.782450142111525,0.11811871873214841,0.059522478340107966,0.04124697310597334
go_stanford,long,ddim_5,8,14.21254120312554,1.2826402636879457,0.8888243557111147,1.2223881687530411,2.38447920842191,1.6523597895159943,0.004370442865820223,0.006209640056842043,0.004303061021062214,0.2592067364603281,0.0888338357390634,0.06155870749690553,7.12826544046402,2.520400366046925,1.7465483463341005,7.925241678953171,2.9463899887102682,2.041744094216442,7.539396733045578,3.2717297909415066,2.267193074957089,1.5949812456965446,1.2109658754363497,0.8391565386604158,0.115066425409168,0.0665729136334302,0.04613267550007395
go_stanford,long,ddpm_10,8,27.91472640625159,0.3101207150157942,0.21490269136260706,0.6068000617278355,0.11375064809539041,0.07882517753996289,0.0,0.0,0.0,0.2367084389552474,0.07638200268342676,0.05293002741689892,7.168981611728668,2.553391091354044,1.7694097526034083,7.973310500383377,2.959410418705445,2.050766791873125,7.568759053945541,3.2997539413019625,2.286612820378821,1.630587324500084,1.2667105311603148,0.8777856142561946,0.11405340675264597,0.06850229358151366,0.04746966759195362
go_stanford,medium,ddim_1,8,3.232516281247655,0.08939848432866203,0.06194998900666429,0.2649024512270744,0.1264348519969132,0.08761488240082813,4.034726165235043,4.203550432727973,2.912911835720764,4.740900158882141,0.21562386255615548,0.14941971349111174,21.651102542877197,0.7252067436452234,0.5025426340698765,12.233657598495483,1.1668551261661468,0.8085893489268795,9.17067950963974,1.4476995229132668,1.0032045867770505,5.708603620529175,0.48964895130713904,0.3393094119927564,3.906815081834793,0.17902588650651122,0.12405860998955355
go_stanford,medium,ddim_10,8,27.30224589060981,0.4730638032579037,0.32781649075321123,0.6296192754545489,0.1559095047694277,0.10803977471242071,0.0063474252783635166,0.007890433411934716,0.005467791392638346,0.3286416567862034,0.09879291750213814,0.06845999906098572,7.225144743919373,2.4820948566221004,1.7200039825724238,7.541619032621384,2.857682324120896,1.9802728188655625,6.129710860550404,3.8100313655822347,2.640217034833907,2.9554844237864017,2.255680350418223,1.5631067345305734,0.1877614320255816,0.10760024103424676,0.07456316289077043
go_stanford,medium,ddim_2,8,5.995620234362065,0.20802012243842602,0.14415059041547756,0.3311640954587796,0.2735882688797097,0.1895869977743726,0.033049568211936275,0.04537821516756273,0.03144549878986333,0.385361660271883,0.12035989684556955,0.08340515325756725,7.180991441011429,2.4270020888514376,1.6818266422811516,7.544490337371826,2.823356684812506,1.9564863643885069,6.2963321059942245,3.5770468811805203,2.4787670241788375,2.87171171605587,2.148572874488611,1.488885040435882,0.19302532728761435,0.09968544554016563,0.06907848943651232
go_stanford,medium,ddim_3,8,8.77043240624431,0.2738148596230361,0.18974401714850955,0.3479948461024486,0.1326655858143895,0.09193256065225183,0.021264894778141752,0.028875978461709684,0.020010032179998177,0.3325280174612999,0.10214654763257491,0.07078394617567263,7.170229613780975,2.5167724328136147,1.744034316866954,7.536251991987228,2.8692318791170615,1.9882762521498885,6.259372618049383,3.656767858660657,2.5340108430822816,2.894859090447426,2.1705382678225065,1.5041062814421526,0.1832889374345541,0.10639759688574883,0.07372977301466838
